STATEFP20,GEOID20,CD118FP,NAMELSAD20,LSAD20,CDSESSN,MTFCC20,FUNCSTAT20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20,layer,h_rep_name,h_district,h_state,h_party,h_office,h_phone,h_all_comm,h_appropri,h_agricult,h_oversigh,h_armed_se,h_natural_,h_foreign_,h_homeland,h_educatio,h_energy_a,h_ways_and,h_financia,h_transpor,h_small_bu,h_judiciar,h_budget,h_select_s,h_joint_co,h_house_ad,h_Intellig,h_select_1,h_science_,h_veterans,h_select_2,h_ethics,h_Rules,h_joint_li,OBJECTID,Agency,unit_name,link,SHAPE_Leng,SHAPE_Area
"01","0101","01",Congressional District 1,C2,"118",G5200,N,"14843688153","2267935444","+30.9818561","-087.8174031",tl_rd22_01_cd118,Jerry Carl,Alabama 1st,Alabama,R,1330 LHOB,(202) 225-4931,appropriations|natural_resources,"1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50991",Department of Defense,Barin Field,https://www.navy.mil/,0.005221238370899,0.000001632377923
"01","0101","01",Congressional District 1,C2,"118",G5200,N,"14843688153","2267935444","+30.9818561","-087.8174031",tl_rd22_01_cd118,Jerry Carl,Alabama 1st,Alabama,R,1330 LHOB,(202) 225-4931,appropriations|natural_resources,"1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50992",Department of Defense,Barin Field,https://www.navy.mil/,0.006276121121087,0.000001064938027
"01","0101","01",Congressional District 1,C2,"118",G5200,N,"14843688153","2267935444","+30.9818561","-087.8174031",tl_rd22_01_cd118,Jerry Carl,Alabama 1st,Alabama,R,1330 LHOB,(202) 225-4931,appropriations|natural_resources,"1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50993",Department of Defense,Barin Field,https://www.navy.mil/,0.158474136436148,0.000374484710682
"01","0102","02",Congressional District 2,C2,"118",G5200,N,"26956094151","301598922","+31.7020846","-086.0768417",tl_rd22_01_cd118,Barry Moore,Alabama 2nd,Alabama,R,1504 LHOB,(202) 225-2901,agriculture|judiciary,"0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","49951",Department of Defense,Allen Stagefield AL,https://www.army.mil/,0.026601585297450,0.000043292811822
"01","0102","02",Congressional District 2,C2,"118",G5200,N,"26956094151","301598922","+31.7020846","-086.0768417",tl_rd22_01_cd118,Barry Moore,Alabama 2nd,Alabama,R,1504 LHOB,(202) 225-2901,agriculture|judiciary,"0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","49975",Department of Defense,Brown 4b Stagefield AL,https://www.army.mil/,0.032032878832220,0.000062641817310
"01","0102","02",Congressional District 2,C2,"118",G5200,N,"26956094151","301598922","+31.7020846","-086.0768417",tl_rd22_01_cd118,Barry Moore,Alabama 2nd,Alabama,R,1504 LHOB,(202) 225-2901,agriculture|judiciary,"0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","49976",Department of Defense,Cairns Basefield AL,https://www.army.mil/,0.010314932658200,0.000003985603913
"01","0102","02",Congressional District 2,C2,"118",G5200,N,"26956094151","301598922","+31.7020846","-086.0768417",tl_rd22_01_cd118,Barry Moore,Alabama 2nd,Alabama,R,1504 LHOB,(202) 225-2901,agriculture|judiciary,"0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","49977",Department of Defense,Cairns Basefield AL,https://www.army.mil/,0.107149106176821,0.000490564729112
"01","0102","02",Congressional District 2,C2,"118",G5200,N,"26956094151","301598922","+31.7020846","-086.0768417",tl_rd22_01_cd118,Barry Moore,Alabama 2nd,Alabama,R,1504 LHOB,(202) 225-2901,agriculture|judiciary,"0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","50165",Department of Defense,Fort Rucker AL,https://www.army.mil/,0.946605459947961,0.022308706950865
"01","0102","02",Congressional District 2,C2,"118",G5200,N,"26956094151","301598922","+31.7020846","-086.0768417",tl_rd22_01_cd118,Barry Moore,Alabama 2nd,Alabama,R,1504 LHOB,(202) 225-2901,agriculture|judiciary,"0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","50179",Department of Defense,Goldberg Stagefield AL,https://www.army.mil/,0.027073740391976,0.000039648564078
"01","0102","02",Congressional District 2,C2,"118",G5200,N,"26956094151","301598922","+31.7020846","-086.0768417",tl_rd22_01_cd118,Barry Moore,Alabama 2nd,Alabama,R,1504 LHOB,(202) 225-2901,agriculture|judiciary,"0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","50198",Department of Defense,Highbluff Stagefield AL,https://www.army.mil/,0.038156924942519,0.000071578946621
"01","0102","02",Congressional District 2,C2,"118",G5200,N,"26956094151","301598922","+31.7020846","-086.0768417",tl_rd22_01_cd118,Barry Moore,Alabama 2nd,Alabama,R,1504 LHOB,(202) 225-2901,agriculture|judiciary,"0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","50202",Department of Defense,Hunt Stagefield AL,https://www.army.mil/,0.029773943707751,0.000049201058887
"01","0102","02",Congressional District 2,C2,"118",G5200,N,"26956094151","301598922","+31.7020846","-086.0768417",tl_rd22_01_cd118,Barry Moore,Alabama 2nd,Alabama,R,1504 LHOB,(202) 225-2901,agriculture|judiciary,"0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","50218",Department of Defense,NG Montgomery JFHQ AFRC / CSMS 01,https://www.nationalguard.mil/,0.020554107128495,0.000025885196831
"01","0102","02",Congressional District 2,C2,"118",G5200,N,"26956094151","301598922","+31.7020846","-086.0768417",tl_rd22_01_cd118,Barry Moore,Alabama 2nd,Alabama,R,1504 LHOB,(202) 225-2901,agriculture|judiciary,"0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","50252",Department of Defense,Louisville Stagefield AL,https://www.army.mil/,0.028227527718194,0.000040072361180
"01","0102","02",Congressional District 2,C2,"118",G5200,N,"26956094151","301598922","+31.7020846","-086.0768417",tl_rd22_01_cd118,Barry Moore,Alabama 2nd,Alabama,R,1504 LHOB,(202) 225-2901,agriculture|judiciary,"0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","50371",Department of Defense,Runkle Stagefield AL,https://www.army.mil/,0.045551241483223,0.000100502567070
"01","0102","02",Congressional District 2,C2,"118",G5200,N,"26956094151","301598922","+31.7020846","-086.0768417",tl_rd22_01_cd118,Barry Moore,Alabama 2nd,Alabama,R,1504 LHOB,(202) 225-2901,agriculture|judiciary,"0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","50409",Department of Defense,Shell Basefield AL,https://www.army.mil/,0.038588895719568,0.000093788441266
"01","0102","02",Congressional District 2,C2,"118",G5200,N,"26956094151","301598922","+31.7020846","-086.0768417",tl_rd22_01_cd118,Barry Moore,Alabama 2nd,Alabama,R,1504 LHOB,(202) 225-2901,agriculture|judiciary,"0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","50413",Department of Defense,Skelly Stagefield AL,https://www.army.mil/,0.036596260112371,0.000057148853995
"01","0102","02",Congressional District 2,C2,"118",G5200,N,"26956094151","301598922","+31.7020846","-086.0768417",tl_rd22_01_cd118,Barry Moore,Alabama 2nd,Alabama,R,1504 LHOB,(202) 225-2901,agriculture|judiciary,"0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","50421",Department of Defense,Stinson 5AB Stagefield AL,https://www.army.mil/,0.033980775318709,0.000066527351922
"01","0102","02",Congressional District 2,C2,"118",G5200,N,"26956094151","301598922","+31.7020846","-086.0768417",tl_rd22_01_cd118,Barry Moore,Alabama 2nd,Alabama,R,1504 LHOB,(202) 225-2901,agriculture|judiciary,"0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","50425",Department of Defense,Tac X Stagefield AL,https://www.army.mil/,0.026831431533266,0.000019459414710
"01","0102","02",Congressional District 2,C2,"118",G5200,N,"26956094151","301598922","+31.7020846","-086.0768417",tl_rd22_01_cd118,Barry Moore,Alabama 2nd,Alabama,R,1504 LHOB,(202) 225-2901,agriculture|judiciary,"0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","50430",Department of Defense,Toth Stagefield AL,https://www.army.mil/,0.028989236099021,0.000046652507646
"01","0102","02",Congressional District 2,C2,"118",G5200,N,"26956094151","301598922","+31.7020846","-086.0768417",tl_rd22_01_cd118,Barry Moore,Alabama 2nd,Alabama,R,1504 LHOB,(202) 225-2901,agriculture|judiciary,"0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","50564",Department of Defense,Maxwell AFB Gunter Annex,https://www.af.mil/,0.030413178347759,0.000027891188189
"01","0102","02",Congressional District 2,C2,"118",G5200,N,"26956094151","301598922","+31.7020846","-086.0768417",tl_rd22_01_cd118,Barry Moore,Alabama 2nd,Alabama,R,1504 LHOB,(202) 225-2901,agriculture|judiciary,"0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","50565",Department of Defense,Maxwell AFB Gunter Annex,https://www.af.mil/,0.070417358294862,0.000118601692544
"01","0102","02",Congressional District 2,C2,"118",G5200,N,"26956094151","301598922","+31.7020846","-086.0768417",tl_rd22_01_cd118,Barry Moore,Alabama 2nd,Alabama,R,1504 LHOB,(202) 225-2901,agriculture|judiciary,"0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","50982",Department of Defense,NOLF Evergreen,https://www.navy.mil/,0.110095039082449,0.000188900722881
"01","0102","02",Congressional District 2,C2,"118",G5200,N,"26956094151","301598922","+31.7020846","-086.0768417",tl_rd22_01_cd118,Barry Moore,Alabama 2nd,Alabama,R,1504 LHOB,(202) 225-2901,agriculture|judiciary,"0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","50983",Department of Defense,NOLF Evergreen,https://www.navy.mil/,0.013406117511784,0.000010900028948
"01","0103","03",Congressional District 3,C2,"118",G5200,N,"21381394842","520777484","+33.1576070","-085.7621595",tl_rd22_01_cd118,Mike Rogers,Alabama 3rd,Alabama,R,2469 RHOB,(202) 225-3261,armed_services,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","49952",Department of Defense,Anniston Army Depot,https://www.army.mil/,0.013208125097740,0.000006901519078
"01","0103","03",Congressional District 3,C2,"118",G5200,N,"21381394842","520777484","+33.1576070","-085.7621595",tl_rd22_01_cd118,Mike Rogers,Alabama 3rd,Alabama,R,2469 RHOB,(202) 225-3261,armed_services,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","49953",Department of Defense,Anniston Army Depot,https://www.army.mil/,0.025429123206627,0.000014111451444
"01","0103","03",Congressional District 3,C2,"118",G5200,N,"21381394842","520777484","+33.1576070","-085.7621595",tl_rd22_01_cd118,Mike Rogers,Alabama 3rd,Alabama,R,2469 RHOB,(202) 225-3261,armed_services,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","49954",Department of Defense,Anniston Army Depot,https://www.army.mil/,0.361317629472638,0.006106553738222
"01","0103","03",Congressional District 3,C2,"118",G5200,N,"21381394842","520777484","+33.1576070","-085.7621595",tl_rd22_01_cd118,Mike Rogers,Alabama 3rd,Alabama,R,2469 RHOB,(202) 225-3261,armed_services,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50075",Department of Defense,Fort Benning,https://www.army.mil/,0.472532839292776,0.004788078646903
"01","0103","03",Congressional District 3,C2,"118",G5200,N,"21381394842","520777484","+33.1576070","-085.7621595",tl_rd22_01_cd118,Mike Rogers,Alabama 3rd,Alabama,R,2469 RHOB,(202) 225-3261,armed_services,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50123",Department of Defense,NG Fort McClellan ARNG Tng Center,https://www.nationalguard.mil/,0.011887862493115,0.000008514388631
"01","0103","03",Congressional District 3,C2,"118",G5200,N,"21381394842","520777484","+33.1576070","-085.7621595",tl_rd22_01_cd118,Mike Rogers,Alabama 3rd,Alabama,R,2469 RHOB,(202) 225-3261,armed_services,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50124",Department of Defense,NG Fort McClellan ARNG Tng Center,https://www.nationalguard.mil/,0.080064514315637,0.000185957292084
"01","0103","03",Congressional District 3,C2,"118",G5200,N,"21381394842","520777484","+33.1576070","-085.7621595",tl_rd22_01_cd118,Mike Rogers,Alabama 3rd,Alabama,R,2469 RHOB,(202) 225-3261,armed_services,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50489",Department of Defense,NG Pelham Range Training Site - Fort McClellan,https://www.nationalguard.mil/,0.424674205991764,0.008748360273862
"01","0105","05",Congressional District 5,C2,"118",G5200,N,"8697664295","372394605","+34.7389779","-086.5910335",tl_rd22_01_cd118,Dale Strong,Alabama 5th,Alabama,R,1337 LHOB,(202) 225-4801,armed_services|homeland_security|science_space_and_technology,"0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","50359",Department of Defense,Redstone Arsenal,https://www.army.mil/,0.565563262859688,0.015167279019895
"01","0105","05",Congressional District 5,C2,"118",G5200,N,"8697664295","372394605","+34.7389779","-086.5910335",tl_rd22_01_cd118,Dale Strong,Alabama 5th,Alabama,R,1337 LHOB,(202) 225-4801,armed_services|homeland_security|science_space_and_technology,"0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","50360",Department of Defense,Redstone Arsenal,https://www.army.mil/,0.026907176922667,0.000022525357225
"01","0106","06",Congressional District 6,C2,"118",G5200,N,"8332760340","110034729","+33.3635545","-086.7792246",tl_rd22_01_cd118,Gary Palmer,Alabama 6th,Alabama,R,170 CHOB,(202) 225-4921,oversight_and_accountability|energy_and_commerce,"0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50713",Department of Defense,Birmingham Airport,https://www.ang.af.mil/,0.010038314933878,0.000002477272904
"01","0107","07",Congressional District 7,C2,"118",G5200,N,"28156455342","371230264","+32.4664487","-087.6079352",tl_rd22_01_cd118,Terri Sewell,Alabama 7th,Alabama,D,1035 LHOB,(202) 225-2665,armed_services|house_administration|joint_library|ways_and_means,"0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","49950",Department of Defense,NG AASF02 Birmingham,https://www.nationalguard.mil/,0.012185641006037,0.000008748457822
"01","0107","07",Congressional District 7,C2,"118",G5200,N,"28156455342","371230264","+32.4664487","-087.6079352",tl_rd22_01_cd118,Terri Sewell,Alabama 7th,Alabama,D,1035 LHOB,(202) 225-2665,armed_services|house_administration|joint_library|ways_and_means,"0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","50349",Department of Defense,NG RW Shepherd Hope Hull,https://www.nationalguard.mil/,0.033887340760935,0.000026800545597
"01","0107","07",Congressional District 7,C2,"118",G5200,N,"28156455342","371230264","+32.4664487","-087.6079352",tl_rd22_01_cd118,Terri Sewell,Alabama 7th,Alabama,D,1035 LHOB,(202) 225-2665,armed_services|house_administration|joint_library|ways_and_means,"0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","50570",Department of Defense,Maxwell AFB,https://www.af.mil/,0.152125946558562,0.000868832976086
"01","0107","07",Congressional District 7,C2,"118",G5200,N,"28156455342","371230264","+32.4664487","-087.6079352",tl_rd22_01_cd118,Terri Sewell,Alabama 7th,Alabama,D,1035 LHOB,(202) 225-2665,armed_services|house_administration|joint_library|ways_and_means,"0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","50712",Department of Defense,Birmingham Airport,https://www.ang.af.mil/,0.068142751609348,0.000052915773900
"01","0107","07",Congressional District 7,C2,"118",G5200,N,"28156455342","371230264","+32.4664487","-087.6079352",tl_rd22_01_cd118,Terri Sewell,Alabama 7th,Alabama,D,1035 LHOB,(202) 225-2665,armed_services|house_administration|joint_library|ways_and_means,"0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","50713",Department of Defense,Birmingham Airport,https://www.ang.af.mil/,0.010038314933878,0.000002477272904
"01","0107","07",Congressional District 7,C2,"118",G5200,N,"28156455342","371230264","+32.4664487","-087.6079352",tl_rd22_01_cd118,Terri Sewell,Alabama 7th,Alabama,D,1035 LHOB,(202) 225-2665,armed_services|house_administration|joint_library|ways_and_means,"0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","50728",Department of Defense,Montgomery Regional Airport ANGB,https://www.ang.af.mil/,0.033945554054865,0.000033721738302
"02","0200","00",Congressional District (at Large),C1,"118",G5200,N,"1478941109938","245380162784","+63.3473560","-152.8397334",tl_rd22_02_cd118,Mary Peltola,Alaska,Alaska,D,153 CHOB,(202) 225-5765,natural_resources|transportation_and_infrastructure,"0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50092",Department of Defense,Fort Greely,https://www.army.mil/,0.350169921498185,0.005062584116280
"02","0200","00",Congressional District (at Large),C1,"118",G5200,N,"1478941109938","245380162784","+63.3473560","-152.8397334",tl_rd22_02_cd118,Mary Peltola,Alaska,Alaska,D,153 CHOB,(202) 225-5765,natural_resources|transportation_and_infrastructure,"0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50168",Department of Defense,Fort Wainwright,https://www.army.mil/,5.398704158834752,0.499892273755294
"02","0200","00",Congressional District (at Large),C1,"118",G5200,N,"1478941109938","245380162784","+63.3473560","-152.8397334",tl_rd22_02_cd118,Mary Peltola,Alaska,Alaska,D,153 CHOB,(202) 225-5765,natural_resources|transportation_and_infrastructure,"0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50325",Department of Defense,NG Alcantra Armory Complex,https://www.nationalguard.mil/,0.075089761793728,0.000218994177064
"02","0200","00",Congressional District (at Large),C1,"118",G5200,N,"1478941109938","245380162784","+63.3473560","-152.8397334",tl_rd22_02_cd118,Mary Peltola,Alaska,Alaska,D,153 CHOB,(202) 225-5765,natural_resources|transportation_and_infrastructure,"0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50407",Department of Defense,Seward Recreation Area,https://www.army.mil/,0.011021578906870,0.000007579062473
"02","0200","00",Congressional District (at Large),C1,"118",G5200,N,"1478941109938","245380162784","+63.3473560","-152.8397334",tl_rd22_02_cd118,Mary Peltola,Alaska,Alaska,D,153 CHOB,(202) 225-5765,natural_resources|transportation_and_infrastructure,"0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50678",Department of Defense,Cape Newenham Long Range Radar Site,https://www.af.mil/,0.161341220686653,0.001422288082819
"02","0200","00",Congressional District (at Large),C1,"118",G5200,N,"1478941109938","245380162784","+63.3473560","-152.8397334",tl_rd22_02_cd118,Mary Peltola,Alaska,Alaska,D,153 CHOB,(202) 225-5765,natural_resources|transportation_and_infrastructure,"0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50679",Department of Defense,Fort Yukon Long Range Radar Site,https://www.af.mil/,0.048580727067192,0.000060715715591
